dataset,image_number,image_name,bndbox,labels,img_shape
Porosity,1345,h180-1.jpg,"[[958, 337, 1002, 380]]",[1],"['2332', '668']"
Porosity,1198,h134-2.jpg,"[[2249, 265, 2276, 293], [5, 216, 708, 250]]","[1, 2]","['2934', '490']"
Others,502,j41-3.jpg,"[[857, 222, 1084, 258]]",[2],"['2150', '578']"
Porosity,956,6054-019183-2.jpg,"[[1920, 263, 1967, 302]]",[1],"['3010', '830']"
Porosity,1889,s135-2.jpg,"[[546, 150, 570, 171]]",[1],"['1372', '389']"
Others,660,j94-1.jpg,"[[2228, 232, 2458, 268]]",[2],"['2895', '430']"
Porosity,1170,h126-2.jpg,"[[745, 186, 826, 208]]",[2],"['1402', '452']"
Porosity,1355,h182-3.jpg,"[[400, 216, 445, 256]]",[1],"['2181', '603']"
Porosity,920,6054-015649-R1-1.jpg,"[[306, 135, 343, 162]]",[1],"['1484', '779']"
Porosity,971,6054-022473-1.jpg,"[[1051, 255, 1181, 288]]",[2],"['1955', '795']"
Porosity,1992,s48-2.jpg,"[[2013, 384, 2066, 413]]",[1],"['2873', '780']"
Porosity,1274,h158-2.jpg,"[[1783, 224, 1918, 254]]",[2],"['2328', '555']"
Others,606,j73-2.jpg,"[[2223, 214, 2270, 232]]",[2],"['2956', '463']"
Others,370,j164-3.jpg,"[[1708, 299, 1982, 372]]",[2],"['4626', '693']"
Porosity,939,6054-017690-2.jpg,"[[921, 223, 973, 262]]",[1],"['3006', '812']"
Porosity,1861,s122-1.jpg,"[[623, 214, 655, 244]]",[1],"['1493', '460']"
Slag,2223,s24-2.jpg,"[[1030, 136, 1111, 162]]",[2],"['1362', '454']"
Others,290,j137-1.jpg,"[[932, 212, 1045, 238]]",[2],"['1365', '308']"
Porosity,727,6054-002216-A1-1.jpg,"[[651, 226, 674, 244]]",[1],"['1522', '825']"
Others,274,j131-2.jpg,"[[1531, 229, 1647, 268]]",[2],"['2479', '454']"
Slag,2191,s1-3.jpg,"[[1238, 216, 1479, 272], [1771, 247, 1833, 269], [1864, 251, 1926, 273], [805, 295, 1052, 344], [2381, 242, 2543, 289]]","[2, 2, 2, 2, 2]","['3005', '569']"
Porosity,827,6054-005810-1.jpg,"[[536, 173, 568, 202]]",[1],"['1463', '795']"
Porosity,1034,6054-036207-1.jpg,"[[343, 226, 373, 253]]",[1],"['1429', '793']"
Others,398,j173-1.jpg,"[[1201, 372, 1236, 410], [1480, 411, 1514, 444], [1262, 389, 1442, 426]]","[1, 1, 2]","['3692', '737']"
Porosity,829,6054-005972-R1-1.jpg,"[[1905, 258, 1933, 282], [2042, 272, 2065, 294]]","[1, 1]","['3076', '808']"
Porosity,2134,s98-1.jpg,"[[575, 370, 648, 391]]",[2],"['2443', '612']"
Porosity,1093,h103-1.jpg,"[[770, 201, 804, 228]]",[1],"['1363', '495']"
Porosity,2027,s62-1.jpg,"[[778, 99, 801, 118]]",[1],"['1370', '499']"
Others,272,j13-1.jpg,"[[3383, 486, 3476, 516]]",[2],"['4968', '749']"
Slag,2192,s13-1.jpg,"[[2692, 211, 2744, 252], [2474, 217, 2538, 246], [2153, 214, 2236, 247], [1459, 204, 1506, 234], [863, 193, 971, 220], [1028, 197, 1085, 223], [728, 229, 930, 253]]","[1, 2, 2, 1, 2, 1, 2]","['3054', '410']"
Slag,2232,s27-2.jpg,"[[967, 278, 1031, 323]]",[2],"['1510', '436']"
Porosity,1289,h162-3.jpg,"[[1123, 200, 1152, 224]]",[1],"['2344', '337']"
Porosity,1503,h228-3.jpg,"[[2136, 209, 2174, 249]]",[1],"['2784', '516']"
Porosity,2089,s83-3.jpg,"[[1594, 241, 1644, 267]]",[2],"['2796', '430']"
Others,484,j35-3.jpg,"[[1742, 179, 2130, 203]]",[2],"['2948', '480']"
Porosity,2008,s56-1.jpg,"[[330, 237, 358, 268]]",[1],"['1414', '473']"
Others,198,j109-1.jpg,"[[1687, 221, 2103, 244]]",[2],"['2821', '376']"
Others,577,j64-3.jpg,"[[2241, 208, 2314, 242], [2336, 233, 2400, 252], [2447, 229, 2720, 273], [2755, 248, 2940, 284], [1561, 203, 1753, 234], [1439, 177, 1482, 201], [60, 276, 247, 307], [297, 269, 339, 300], [366, 263, 444, 291], [473, 250, 674, 284], [1313, 211, 1391, 232], [1175, 214, 1276, 231], [1059, 214, 1158, 231], [707, 242, 798, 265]]","[2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2]","['2956', '506']"
Porosity,1630,h48-3.jpg,"[[447, 172, 483, 208]]",[1],"['2308', '501']"
Porosity,934,6054-017576-1.jpg,"[[1283, 271, 1310, 292]]",[1],"['2968', '869']"
Porosity,685,6054-000175-2.jpg,"[[2299, 157, 2317, 174], [1989, 202, 2005, 216], [2139, 217, 2153, 229], [1679, 236, 1695, 248]]","[1, 1, 1, 1]","['2976', '845']"
Porosity,1933,s25-2.jpg,"[[921, 172, 958, 203]]",[1],"['3005', '432']"
Porosity,835,6054-006134-1.jpg,"[[2080, 378, 2102, 405]]",[1],"['4965', '1371']"
Porosity,1509,h23-1.jpg,"[[306, 245, 327, 267]]",[1],"['2960', '519']"
Porosity,719,6054-002065-1.jpg,"[[2168, 242, 2182, 258]]",[1],"['3037', '854']"
Porosity,1318,h171-3.jpg,"[[865, 201, 968, 234]]",[2],"['2233', '418']"
Others,395,j172-2.jpg,"[[587, 165, 1440, 247], [1452, 191, 2721, 318]]","[2, 2]","['2920', '453']"
Others,255,j125-3.jpg,"[[1005, 259, 1034, 285]]",[1],"['2933', '495']"
Others,674,j98-3.jpg,"[[1617, 279, 1718, 323]]",[2],"['2393', '697']"
Others,315,j148-2.jpg,"[[287, 153, 531, 187]]",[2],"['2921', '387']"
Others,259,j127-1.jpg,[],[],"['2959', '521']"
Porosity,1295,h164-2.jpg,"[[1562, 182, 1588, 206]]",[1],"['2903', '484']"
Porosity,1608,h41-3.jpg,"[[938, 150, 962, 171]]",[1],"['2198', '452']"
Porosity,1121,h111-3.jpg,"[[1820, 235, 2296, 286]]",[2],"['2315', '462']"
Porosity,1658,h58-1.jpg,"[[501, 254, 521, 271], [2105, 284, 2138, 305]]","[1, 1]","['2988', '446']"
Others,534,j5-2.jpg,"[[2207, 254, 2772, 312], [1701, 223, 1957, 274]]","[2, 2]","['3406', '552']"
Others,613,j75-3.jpg,"[[1681, 168, 1721, 203], [1859, 166, 1910, 199], [1968, 169, 2081, 199], [2150, 160, 2212, 180]]","[2, 2, 2, 2]","['2977', '393']"
Porosity,1988,s47-1.jpg,"[[461, 155, 592, 187]]",[2],"['1958', '378']"
Others,57,6054-003024-A1-1-1.jpg,"[[1883, 325, 2000, 362], [1406, 295, 1585, 323], [944, 300, 1009, 330], [557, 324, 619, 374]]","[2, 2, 2, 2]","['3034', '853']"
Porosity,816,6054-004913-1.jpg,"[[739, 196, 764, 218]]",[1],"['1476', '833']"
Porosity,687,6054-000250-1.jpg,[],[],"['3014', '800']"
Porosity,1673,h62-2.jpg,"[[2463, 292, 2481, 316]]",[1],"['2859', '522']"
Others,199,j109-2.jpg,"[[717, 135, 1150, 158]]",[2],"['2821', '376']"
Porosity,1993,s48-3.jpg,"[[793, 394, 830, 420]]",[1],"['2873', '780']"
Others,611,j75-1.jpg,"[[1860, 198, 1916, 223], [1677, 189, 1753, 214], [2120, 201, 2233, 228]]","[0, 0, 2]","['2977', '393']"
Others,671,j97-3.jpg,"[[446, 173, 548, 212]]",[2],"['2328', '727']"
Porosity,2064,s76-2.jpg,"[[1173, 181, 1199, 208]]",[1],"['1583', '394']"
Slag,2234,s28-2.jpg,"[[1269, 271, 1338, 329]]",[1],"['1517', '490']"
Porosity,933,6054-017502-1.jpg,"[[923, 155, 947, 180]]",[1],"['1465', '775']"
Others,158,6054-038385-1.jpg,"[[454, 231, 557, 255]]",[2],"['1679', '789']"
Porosity,787,6054-003094-A1R1-1.jpg,"[[750, 204, 867, 232], [48, 188, 460, 225]]","[2, 2]","['2341', '837']"
Others,521,j48-1.jpg,"[[344, 198, 464, 224], [203, 197, 327, 220], [490, 203, 620, 219], [751, 200, 865, 222], [906, 202, 1203, 226], [1346, 213, 1419, 233], [1839, 230, 1934, 258], [2159, 245, 2257, 268], [1969, 236, 2069, 266]]","[2, 2, 2, 2, 2, 2, 2, 2, 2]","['2937', '464']"
Porosity,1707,h72-3.jpg,"[[712, 163, 736, 191]]",[1],"['2412', '378']"
Porosity,1360,h184-2.jpg,"[[2030, 275, 2072, 307]]",[1],"['4571', '777']"
Others,381,j168-2.jpg,"[[917, 154, 948, 178]]",[1],"['1496', '330']"
Porosity,2014,s58-1.jpg,"[[624, 211, 654, 234]]",[1],"['1690', '444']"
Porosity,2060,s75-1.jpg,"[[686, 210, 708, 231], [800, 246, 822, 264], [791, 266, 811, 282]]","[1, 1, 1]","['1640', '486']"
Porosity,1452,h212-2.jpg,"[[657, 223, 681, 243]]",[1],"['2770', '481']"
Porosity,1476,h220-3.jpg,"[[399, 114, 419, 135]]",[1],"['1368', '306']"
Porosity,1636,h50-3.jpg,"[[212, 224, 276, 251], [1313, 255, 1335, 278], [2324, 215, 2367, 249]]","[2, 1, 1]","['2634', '574']"
Porosity,1265,h155-2.jpg,"[[1004, 184, 1092, 206]]",[2],"['2457', '532']"
Porosity,1108,h108-1.jpg,"[[2175, 398, 2219, 438], [1472, 355, 3269, 392]]","[1, 2]","['4975', '746']"
Porosity,1340,h178-2.jpg,"[[707, 353, 754, 397]]",[1],"['2272', '840']"
Others,634,j85-3.jpg,"[[948, 167, 1018, 194], [889, 193, 938, 234], [2066, 163, 2173, 198]]","[2, 2, 0]","['2731', '413']"
Others,209,j11-2.jpg,"[[218, 152, 1057, 188]]",[2],"['2991', '408']"
Porosity,2045,s7-1.jpg,"[[1198, 360, 1247, 405], [2416, 344, 2642, 369]]","[1, 2]","['2916', '516']"
Porosity,808,6054-004005-1.jpg,"[[452, 279, 589, 303], [2127, 200, 2158, 224]]","[2, 1]","['3001', '825']"
Porosity,1885,s134-1.jpg,"[[445, 191, 480, 224]]",[1],"['1978', '382']"
Others,95,6054-010610-3.jpg,"[[777, 228, 1213, 259]]",[2],"['3025', '803']"
Others,249,j123-3.jpg,[],[],"['2936', '672']"
Porosity,940,6054-017732-1.jpg,"[[1760, 219, 1790, 250]]",[1],"['3030', '820']"
Porosity,1465,h217-2.jpg,"[[605, 158, 631, 180], [694, 163, 716, 179]]","[1, 1]","['2925', '465']"
Porosity,1618,h44-2.jpg,"[[2041, 198, 2066, 220]]",[1],"['2773', '443']"
Others,181,j103-2.jpg,"[[1159, 250, 1595, 280]]",[2],"['2962', '473']"
Porosity,1691,h68-1.jpg,"[[1358, 233, 1391, 265]]",[1],"['2849', '456']"
Others,470,j30-1.jpg,"[[1523, 167, 1643, 192], [727, 138, 917, 160], [1008, 175, 1209, 241], [525, 102, 964, 127], [1258, 128, 1511, 159], [969, 116, 1252, 149]]","[2, 2, 0, 2, 2, 2]","['2872', '373']"
Others,405,j175-2.jpg,"[[1035, 183, 1170, 230]]",[0],"['1496', '385']"
Others,155,6054-037440-1.jpg,"[[2234, 381, 2433, 419]]",[2],"['3742', '1340']"
Porosity,803,6054-003279-1.jpg,"[[1104, 245, 1124, 262], [820, 226, 849, 241]]","[1, 1]","['1538', '811']"
Porosity,1692,h68-2.jpg,"[[1143, 188, 1180, 221]]",[1],"['2239', '401']"
Porosity,1464,h217-1.jpg,"[[2205, 281, 2226, 299], [2291, 288, 2316, 305]]","[1, 1]","['2925', '465']"
Porosity,744,6054-002576-1.jpg,"[[1364, 341, 1392, 366]]",[1],"['3039', '819']"
Slag,2182,s10-3.jpg,"[[2573, 197, 2657, 214], [2677, 195, 2759, 217], [2799, 192, 2882, 218], [2266, 205, 2334, 224], [1860, 210, 1920, 231], [1975, 201, 2040, 227], [2062, 206, 2131, 227], [1424, 200, 1507, 223], [1138, 197, 1322, 224], [731, 208, 827, 236], [863, 210, 1099, 231], [210, 201, 360, 223], [534, 205, 624, 230]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2969', '498']"
Others,460,j24-3.jpg,"[[2262, 266, 2867, 306], [2020, 276, 2133, 299], [507, 215, 677, 286], [714, 223, 860, 247]]","[0, 2, 0, 2]","['2917', '523']"
Porosity,1312,h170-1.jpg,"[[19, 267, 178, 292]]",[2],"['2905', '516']"
Slag,2181,s10-2.jpg,"[[2590, 196, 2742, 224], [2290, 202, 2416, 229], [1869, 202, 2210, 232], [1752, 199, 1844, 222], [1454, 197, 1546, 221], [941, 195, 1151, 228], [823, 204, 898, 221], [632, 201, 720, 226], [73, 187, 172, 211], [209, 191, 380, 225]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['3012', '487']"
Others,490,j37-3.jpg,"[[444, 236, 496, 256]]",[2],"['2956', '470']"
Others,265,j129-1.jpg,"[[1189, 307, 1276, 335]]",[2],"['2978', '518']"
Porosity,1514,h233-1.jpg,"[[1808, 189, 1841, 214]]",[1],"['2900', '376']"
Porosity,1080,6054-045230-2.jpg,"[[868, 254, 900, 291], [527, 250, 560, 283]]","[1, 1]","['1575', '747']"
Porosity,2065,s76-3.jpg,"[[379, 177, 408, 206]]",[1],"['1583', '394']"
Slag,2259,s4-3.jpg,"[[2017, 313, 2061, 343], [1664, 260, 1714, 299], [1289, 255, 1349, 282], [910, 249, 984, 271]]","[2, 2, 2, 2]","['3036', '562']"
Porosity,1107,h107-3.jpg,"[[1375, 150, 1536, 178]]",[2],"['2468', '415']"
Others,556,j58-3.jpg,"[[28, 274, 220, 327], [262, 272, 385, 304], [452, 247, 829, 290], [894, 231, 1013, 255], [1042, 216, 1140, 243], [1168, 195, 1477, 232], [1511, 184, 1573, 222], [1749, 195, 1824, 216], [2192, 176, 2218, 208], [2252, 188, 2393, 212], [2497, 188, 2539, 211], [2620, 192, 2663, 218], [2717, 193, 2846, 226]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2954', '495']"
Porosity,1385,h192-2.jpg,"[[842, 138, 866, 159], [358, 107, 491, 187]]","[1, 0]","['2417', '412']"
Porosity,910,6054-011974-1.jpg,"[[567, 170, 590, 191]]",[1],"['1521', '804']"
Porosity,1768,h92-1.jpg,"[[905, 192, 926, 211]]",[1],"['1422', '443']"
Others,2,6054-000130-1-2.jpg,"[[325, 346, 359, 374], [638, 293, 727, 332]]","[1, 2]","['2987', '823']"
Porosity,786,6054-003094-A1-1-2.jpg,"[[602, 312, 633, 337], [1968, 274, 2608, 309]]","[1, 2]","['3007', '844']"
Others,482,j35-1.jpg,"[[485, 319, 1352, 359], [1727, 288, 2015, 327], [2463, 300, 2863, 319]]","[2, 2, 2]","['2948', '480']"
Others,664,j95-2.jpg,"[[2405, 169, 2645, 208]]",[2],"['2933', '374']"
Others,51,6054-002946-2.jpg,"[[1908, 350, 1989, 381], [53, 282, 115, 309]]","[2, 2]","['3032', '819']"
Porosity,1855,s120-3.jpg,"[[338, 206, 384, 231]]",[1],"['1706', '410']"
Porosity,1071,6054-045080-1.jpg,"[[538, 271, 568, 295]]",[1],"['1923', '823']"
Porosity,1349,h181-1.jpg,"[[1418, 421, 1470, 476]]",[1],"['2234', '739']"
Others,519,j47-2.jpg,"[[249, 162, 333, 189], [378, 163, 441, 188], [561, 153, 713, 187], [783, 167, 893, 194], [913, 160, 1041, 186], [1153, 154, 1261, 188], [1807, 176, 1973, 205], [2101, 190, 2240, 219], [2342, 208, 2434, 240], [2636, 235, 2795, 279]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2943', '455']"
Porosity,1281,h160-3.jpg,"[[2469, 141, 2557, 159]]",[2],"['2774', '374']"
Others,132,6054-027483-1.jpg,"[[838, 290, 952, 316], [30, 313, 51, 330]]","[2, 1]","['2905', '809']"
Porosity,1750,h85-3.jpg,"[[1259, 196, 1304, 228], [2325, 175, 2360, 206]]","[1, 2]","['2663', '504']"
Others,352,j159-3.jpg,"[[1211, 224, 1230, 247]]",[1],"['2130', '479']"
Porosity,872,6054-008548-1.jpg,"[[1072, 233, 1124, 253]]",[2],"['2201', '791']"
Others,364,j16-3.jpg,"[[71, 243, 247, 278], [275, 242, 398, 269], [1208, 268, 1225, 286], [1246, 280, 1260, 295], [2789, 325, 2909, 351], [3116, 282, 3140, 300], [3290, 285, 3314, 303], [3915, 327, 3943, 343], [4196, 398, 4351, 418], [3565, 373, 3938, 398]]","[2, 2, 1, 1, 2, 1, 1, 1, 2, 2]","['4867', '675']"
Others,450,j20-2.jpg,"[[1060, 180, 1093, 204], [1428, 172, 2037, 204]]","[1, 2]","['2916', '514']"
Porosity,1362,h185-1.jpg,"[[1304, 462, 1340, 495]]",[1],"['4870', '740']"
Others,526,j49-3.jpg,"[[2674, 197, 2831, 222], [2453, 196, 2669, 220], [1997, 190, 2058, 214], [2163, 191, 2244, 213], [2287, 199, 2347, 211], [744, 192, 804, 218], [408, 203, 642, 224]]","[2, 2, 2, 2, 2, 2, 2]","['2914', '480']"
Porosity,1026,6054-034282-1.jpg,"[[301, 235, 327, 260]]",[1],"['1505', '814']"
Slag,2196,s15-1.jpg,"[[926, 167, 1273, 202], [769, 182, 898, 215], [550, 186, 739, 225], [353, 196, 456, 219], [258, 204, 342, 223], [463, 195, 530, 220], [17, 210, 175, 230]]","[2, 2, 2, 2, 2, 2, 2]","['1358', '479']"
Porosity,1615,h43-2.jpg,"[[1641, 256, 1658, 275], [751, 206, 873, 230], [2172, 232, 2201, 259]]","[1, 2, 1]","['2887', '494']"
Porosity,1558,h25-3.jpg,"[[3863, 313, 3890, 341], [1752, 257, 1788, 288], [385, 381, 411, 407]]","[1, 1, 1]","['4900', '700']"
Others,647,j90-1.jpg,"[[672, 272, 854, 299], [887, 256, 921, 293]]","[2, 2]","['2945', '565']"
Porosity,2071,s78-3.jpg,"[[1451, 353, 1489, 384]]",[1],"['2322', '688']"
Porosity,1962,s38-1.jpg,"[[922, 216, 939, 235]]",[1],"['1501', '300']"
Porosity,1690,h67-3.jpg,"[[958, 299, 1139, 330], [214, 266, 252, 301], [1199, 302, 1337, 327]]","[2, 1, 2]","['3791', '746']"
Porosity,1160,h123-1.jpg,"[[2171, 240, 2207, 270]]",[1],"['2914', '469']"
Porosity,1797,s10-2.jpg,"[[1404, 140, 1438, 170]]",[1],"['2430', '405']"
Porosity,1711,h73-3.jpg,"[[1245, 132, 1311, 190]]",[1],"['1995', '829']"
Porosity,888,6054-010298-1.jpg,"[[966, 266, 1072, 290]]",[2],"['2256', '806']"
Porosity,1540,h241-2.jpg,"[[436, 219, 456, 236]]",[1],"['1243', '381']"
Others,110,6054-012065-1-1.jpg,"[[2122, 326, 2258, 351], [2650, 327, 2836, 362]]","[2, 2]","['3037', '798']"
Porosity,898,6054-011155-1.jpg,"[[737, 321, 777, 363]]",[1],"['3037', '830']"
Porosity,681,6054-000161-1.jpg,"[[1598, 187, 1638, 210]]",[1],"['3023', '798']"
Others,561,j60-2.jpg,"[[21, 239, 70, 258], [852, 232, 1977, 264], [1879, 159, 1944, 190], [1974, 225, 2806, 253]]","[2, 2, 2, 2]","['2926', '515']"
Others,156,6054-037712-1-1.jpg,[],[],"['2892', '809']"
Others,626,j83-1.jpg,"[[794, 286, 1038, 325]]",[2],"['2937', '435']"
Others,153,6054-037169-2.jpg,"[[1754, 289, 2069, 331], [2074, 250, 2441, 306], [1611, 313, 1750, 340]]","[2, 2, 2]","['2902', '812']"
Others,66,6054-003263-1.jpg,"[[772, 301, 886, 325], [522, 290, 560, 323]]","[2, 2]","['1502', '862']"
Porosity,1200,h135-1.jpg,"[[947, 257, 1138, 282]]",[2],"['1721', '426']"
Porosity,1005,6054-027671-2.jpg,"[[1586, 242, 1697, 265]]",[2],"['2497', '791']"
Porosity,1016,6054-032843-1.jpg,"[[676, 219, 705, 245]]",[1],"['2055', '822']"
Porosity,765,6054-002946-2.jpg,"[[1942, 353, 2014, 383], [91, 288, 144, 308]]","[2, 2]","['3047', '830']"
Porosity,924,6054-016497-1-2.jpg,"[[1544, 301, 1571, 327]]",[1],"['2927', '851']"
Porosity,750,6054-002824-1.jpg,"[[1388, 344, 1418, 373], [1489, 343, 1559, 364], [381, 304, 602, 346], [2022, 307, 2133, 327], [2653, 249, 2721, 277]]","[1, 2, 2, 2, 2]","['3044', '850']"
Others,170,j100-2.jpg,"[[2334, 186, 2446, 213]]",[2],"['2927', '473']"
Porosity,1645,h53-2.jpg,"[[720, 109, 745, 137]]",[1],"['1964', '452']"
Porosity,1778,h95-1.jpg,"[[1999, 214, 2033, 250], [1555, 198, 1751, 221]]","[1, 2]","['2973', '439']"
Porosity,1831,s112-2.jpg,"[[1318, 193, 1342, 211]]",[1],"['1544', '316']"
Porosity,1226,h-14-3.jpg,"[[1209, 197, 1245, 237]]",[1],"['2925', '425']"
Porosity,1606,h41-1.jpg,"[[1114, 313, 1135, 336]]",[1],"['2469', '507']"
Others,640,j87-3.jpg,"[[2756, 216, 2806, 259], [1597, 235, 1762, 264], [1085, 233, 1224, 259]]","[2, 2, 2]","['2909', '530']"
Porosity,1544,h242-2.jpg,"[[704, 154, 729, 179]]",[1],"['2741', '402']"
Others,248,j123-2.jpg,[],[],"['2936', '673']"
Others,564,j61-1.jpg,"[[293, 54, 315, 78], [775, 131, 841, 169], [2617, 189, 2645, 215]]","[1, 2, 1]","['2878', '341']"
Porosity,1173,h127-2.jpg,"[[969, 169, 1001, 205]]",[1],"['1285', '471']"
Porosity,1734,h81-1.jpg,"[[279, 256, 511, 276], [1059, 236, 1172, 254], [2063, 216, 2179, 236], [1804, 220, 1878, 243], [1502, 220, 1730, 243], [1317, 221, 1482, 247], [1909, 222, 2030, 237]]","[2, 2, 2, 2, 2, 2, 2]","['2252', '492']"
Porosity,1863,s128-1.jpg,"[[849, 241, 879, 268]]",[1],"['2696', '454']"
Porosity,1306,h168-1.jpg,"[[943, 329, 1334, 349], [608, 325, 834, 351]]","[2, 2]","['2577', '568']"
Porosity,1507,h-2-3.jpg,"[[2593, 315, 2636, 350], [2122, 443, 2140, 464], [2150, 446, 2172, 466]]","[1, 1, 1]","['4806', '705']"
Porosity,1379,h19-1.jpg,"[[2341, 241, 2382, 260], [2389, 245, 2416, 264]]","[1, 1]","['2929', '498']"
Porosity,1676,h63-1.jpg,"[[2877, 226, 2890, 239], [1049, 268, 1075, 291]]","[1, 1]","['2972', '414']"
Porosity,968,6054-022390-1.jpg,"[[2465, 240, 2496, 279]]",[1],"['3007', '788']"
Others,554,j58-1.jpg,"[[2864, 279, 2936, 297], [2708, 281, 2831, 303], [2611, 283, 2665, 299], [2485, 288, 2553, 304], [2253, 281, 2410, 303], [2190, 289, 2226, 313], [1759, 283, 1824, 307], [1517, 280, 1580, 301], [1324, 276, 1464, 303], [1165, 269, 1255, 287], [1056, 256, 1118, 283], [892, 236, 1006, 268], [454, 208, 551, 226], [574, 208, 669, 237], [45, 182, 216, 212], [286, 193, 384, 220], [708, 223, 820, 249]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2954', '496']"
Porosity,698,6054-001182-1.jpg,"[[2562, 326, 2574, 340]]",[1],"['3108', '882']"
Porosity,713,6054-001900-A1-1.jpg,"[[668, 305, 702, 334], [183, 347, 203, 368]]","[1, 1]","['3032', '833']"
Porosity,1653,h56-1.jpg,"[[929, 219, 952, 240], [606, 166, 617, 176]]","[1, 1]","['1380', '378']"
Porosity,691,6054-000391-1.jpg,"[[535, 269, 1272, 320], [1742, 227, 1788, 268]]","[2, 2]","['3017', '873']"
Porosity,1240,h148-1.jpg,"[[1857, 314, 2164, 337], [2035, 274, 2055, 293]]","[2, 1]","['2744', '440']"
Porosity,1870,s130-1.jpg,"[[528, 264, 549, 285]]",[1],"['1435', '489']"
Others,620,j8-1.jpg,"[[1517, 194, 1677, 224], [1066, 221, 1185, 243]]","[2, 2]","['2530', '413']"
Porosity,867,6054-007890=1.jpg,"[[1547, 187, 1568, 211]]",[1],"['3020', '822']"
Slag,2193,s14-1.jpg,"[[2067, 339, 2210, 367], [1615, 338, 1721, 361], [1792, 337, 1970, 364], [1979, 332, 2039, 359], [1200, 308, 1356, 352], [1398, 328, 1571, 370], [778, 268, 1005, 317], [1036, 290, 1109, 329], [516, 262, 746, 301], [74, 215, 387, 269]]","[2, 2, 2, 1, 2, 2, 2, 2, 2, 2]","['2220', '479']"
Porosity,833,6054-006072-3-1.jpg,"[[1677, 133, 1701, 152]]",[1],"['3048', '783']"
Porosity,1587,h34-3.jpg,"[[413, 136, 444, 162]]",[1],"['2223', '386']"
Others,26,6054-002315-A1-1-1.jpg,"[[1272, 376, 1703, 435], [2297, 394, 2416, 450]]","[2, 0]","['3066', '829']"
Others,267,j129-3.jpg,"[[817, 215, 1064, 247], [1609, 238, 1973, 276]]","[2, 2]","['2978', '518']"
Porosity,1223,h142-1.jpg,"[[886, 191, 1131, 221]]",[2],"['2958', '529']"
Porosity,1429,h205-3.jpg,"[[336, 224, 366, 246]]",[1],"['2140', '411']"
Porosity,2092,s84-3.jpg,"[[1070, 224, 1102, 239]]",[2],"['1845', '483']"
Porosity,1315,h-17-1.jpg,"[[1566, 296, 1593, 324]]",[1],"['2997', '526']"
Slag,2144,6054-002824-1.jpg,"[[128, 331, 255, 371], [1325, 307, 1669, 357], [2224, 257, 2319, 297], [2343, 258, 2438, 294], [2475, 265, 2538, 284], [2566, 253, 2704, 291]]","[2, 2, 2, 2, 2, 2]","['3032', '836']"
Porosity,2037,s66-2.jpg,"[[1387, 149, 1419, 169]]",[1],"['1673', '341']"
Porosity,1328,h174-2.jpg,[],[],"['2893', '443']"
Porosity,1662,h59-2.jpg,"[[1811, 223, 1843, 247]]",[1],"['2773', '533']"
Porosity,973,6054-022575-1.jpg,"[[411, 227, 758, 258]]",[2],"['2020', '795']"
Porosity,1092,h-10-3.jpg,"[[1246, 232, 1279, 261]]",[1],"['2957', '475']"
Others,358,j161-2.jpg,"[[1202, 113, 1275, 138], [1315, 113, 1373, 138], [1385, 153, 1463, 176], [1483, 156, 1573, 183]]","[0, 0, 0, 0]","['2597', '356']"
Porosity,1279,h160-1.jpg,"[[2555, 232, 2639, 253]]",[2],"['2857', '396']"
Slag,2180,s10-1.jpg,"[[2605, 270, 2747, 308], [2294, 268, 2414, 303], [1872, 264, 2103, 302], [2138, 268, 2256, 303], [1730, 271, 1844, 298], [1468, 271, 1567, 296], [563, 273, 707, 303], [836, 272, 1085, 300], [70, 279, 164, 308], [192, 281, 379, 312]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['3028', '498']"
Slag,2250,s34-1.jpg,"[[54, 235, 132, 261], [241, 234, 309, 259], [562, 229, 677, 263], [37, 323, 234, 348], [245, 318, 274, 347], [304, 298, 894, 344], [904, 302, 951, 342]]","[2, 2, 2, 2, 1, 2, 1]","['1794', '538']"
Porosity,1687,h66-3.jpg,"[[846, 128, 879, 156], [718, 132, 819, 152]]","[1, 2]","['2697', '377']"
Porosity,1043,6054-037699-1.jpg,"[[1340, 278, 1356, 295]]",[1],"['1695', '791']"
Others,219,j114-3.jpg,"[[1588, 220, 1861, 264]]",[2],"['2983', '485']"
Others,494,j39-1.jpg,"[[765, 436, 863, 462], [1545, 402, 1739, 439], [1775, 405, 1927, 433], [1951, 399, 2009, 433], [2310, 383, 2499, 411]]","[2, 2, 2, 2, 2]","['4992', '720']"
Porosity,834,6054-006125-1.jpg,"[[1661, 275, 1686, 301]]",[1],"['3020', '828']"
Porosity,1275,h158-3.jpg,"[[415, 229, 542, 264]]",[2],"['2328', '555']"
Porosity,708,6054-001706-1.jpg,"[[1557, 150, 1575, 164]]",[1],"['3044', '882']"
