dataset,image_number,image_name,bndbox,labels,img_shape
Porosity,846,h201-3.jpg,"[[1162, 213, 1195, 245], [1220, 179, 1250, 207]]","[1, 1]","['2418', '499']"
Porosity,754,h-17-3.jpg,"[[1277, 204, 1308, 231]]",[1],"['2599', '504']"
Others,140,j14-3.jpg,"[[1817, 249, 1892, 283], [457, 383, 486, 402], [1002, 332, 1030, 357], [1069, 295, 1555, 365], [163, 381, 353, 415], [3941, 318, 3970, 347]]","[2, 1, 1, 2, 2, 1]","['4933', '683']"
Others,347,j45-3.jpg,"[[2603, 184, 2724, 209], [2317, 167, 2446, 191], [2111, 162, 2297, 193], [1756, 157, 1938, 188], [1295, 162, 1458, 184], [1138, 166, 1276, 188], [573, 201, 650, 218], [20, 225, 85, 252], [161, 216, 183, 234], [50, 175, 68, 189]]","[2, 2, 2, 2, 2, 2, 2, 2, 1, 1]","['2897', '473']"
Porosity,522,h-10-3.jpg,"[[1246, 232, 1279, 261]]",[1],"['2957', '475']"
Others,156,j15-1.jpg,"[[2769, 368, 2810, 406], [3311, 365, 3673, 429], [1555, 381, 1668, 418], [2229, 391, 2574, 452], [1754, 400, 1857, 432], [1887, 402, 2017, 438]]","[1, 0, 0, 0, 0, 0]","['4973', '635']"
Porosity,801,h187-3.jpg,"[[374, 190, 454, 216]]",[2],"['2612', '489']"
Porosity,546,h110-2.jpg,"[[547, 194, 578, 227], [1944, 236, 2557, 269]]","[1, 2]","['2903', '486']"
Porosity,792,h184-3.jpg,"[[2493, 273, 2540, 304]]",[1],"['4570', '777']"
Others,325,j38-2.jpg,"[[1764, 174, 1869, 205], [1707, 179, 1742, 210], [2133, 192, 2505, 240]]","[2, 2, 2]","['2908', '376']"
Others,225,j171-3.jpg,"[[210, 222, 457, 273], [557, 157, 1143, 212], [2550, 260, 2700, 318]]","[2, 2, 0]","['2882', '490']"
Porosity,632,h135-2.jpg,"[[460, 146, 634, 169]]",[2],"['1494', '421']"
Porosity,789,h183-3.jpg,"[[536, 327, 569, 355]]",[1],"['2261', '726']"
Others,107,j131-2.jpg,"[[1531, 229, 1647, 268]]",[2],"['2479', '454']"
Porosity,1008,h-3-2.jpg,"[[1016, 358, 1054, 392]]",[1],"['3567', '719']"
Porosity,519,h102-1.jpg,"[[289, 194, 326, 221]]",[1],"['1274', '477']"
Porosity,513,h100-3.jpg,"[[234, 188, 263, 210], [423, 173, 444, 192], [631, 161, 658, 186]]","[1, 1, 1]","['2903', '460']"
Porosity,706,h158-3.jpg,"[[415, 229, 542, 264]]",[2],"['2328', '555']"
Others,159,j151-3.jpg,"[[331, 69, 471, 107], [703, 71, 789, 89]]","[0, 2]","['1485', '457']"
Porosity,593,h123-3.jpg,"[[2174, 200, 2202, 224]]",[1],"['2914', '468']"
Others,359,j49-3.jpg,"[[2674, 197, 2831, 222], [2453, 196, 2669, 220], [1997, 190, 2058, 214], [2163, 191, 2244, 213], [2287, 199, 2347, 211], [744, 192, 804, 218], [408, 203, 642, 224]]","[2, 2, 2, 2, 2, 2, 2]","['2914', '480']"
Others,345,j45-1.jpg,"[[588, 254, 636, 273], [10, 226, 100, 251], [1128, 280, 1445, 321], [1759, 279, 1972, 312], [2128, 282, 2305, 311], [2325, 280, 2442, 316], [2625, 266, 2727, 296]]","[2, 2, 2, 2, 2, 2, 2]","['2897', '473']"
Porosity,1039,h41-3.jpg,"[[938, 150, 962, 171]]",[1],"['2198', '452']"
Porosity,1075,h53-1.jpg,"[[1491, 324, 1521, 354]]",[1],"['2634', '474']"
Others,438,j73-1.jpg,"[[680, 230, 749, 247], [1186, 282, 1205, 297]]","[2, 1]","['2957', '463']"
Slag,1284,s30-1.jpg,[],[],"['3016', '823']"
Porosity,605,h127-3.jpg,"[[280, 168, 315, 199]]",[1],"['1285', '470']"
Others,320,j36-3.jpg,"[[647, 295, 697, 311], [843, 265, 1261, 330]]","[2, 2]","['2317', '604']"
Others,305,j30-3.jpg,"[[704, 210, 891, 235], [1522, 186, 1617, 203], [1692, 184, 1714, 199], [1786, 204, 1881, 229], [999, 233, 1135, 256], [1345, 216, 1513, 237], [696, 247, 997, 266]]","[2, 2, 1, 2, 2, 2, 2]","['2872', '372']"
Others,428,j70-3.jpg,"[[1564, 141, 1807, 182], [369, 177, 811, 224], [1089, 162, 1360, 212]]","[2, 2, 2]","['2945', '421']"
Porosity,692,h154-1.jpg,"[[725, 194, 745, 209]]",[1],"['1940', '431']"
Porosity,923,h225-1.jpg,"[[1666, 197, 1749, 221]]",[2],"['2095', '381']"
Porosity,1124,h68-3.jpg,"[[1066, 191, 1096, 222]]",[1],"['2239', '400']"
Porosity,716,h161-3.jpg,"[[691, 258, 990, 279]]",[2],"['2315', '466']"
Others,432,j71-3.jpg,"[[1783, 227, 1886, 260], [2153, 240, 2715, 285]]","[2, 2]","['2918', '453']"
Others,180,j158-1.jpg,"[[1556, 230, 1666, 256]]",[2],"['2551', '421']"
Others,406,j63-2.jpg,"[[130, 167, 232, 187], [238, 151, 361, 176], [568, 138, 668, 166], [699, 133, 848, 154], [970, 137, 1192, 165], [1327, 148, 1521, 169], [2515, 226, 2572, 247], [2425, 221, 2482, 245], [2314, 212, 2376, 233], [2115, 199, 2287, 228], [1599, 161, 1687, 183], [1733, 165, 1837, 190], [1892, 179, 1933, 198], [2014, 202, 2080, 217]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2952', '436']"
Porosity,686,h152-2.jpg,"[[2111, 251, 2139, 280]]",[1],"['2932', '505']"
Others,146,j147-3.jpg,"[[731, 69, 920, 104]]",[2],"['2927', '377']"
Porosity,1104,h62-2.jpg,"[[2463, 292, 2481, 316]]",[1],"['2859', '522']"
Others,120,j136-1.jpg,"[[279, 191, 417, 221], [1118, 228, 1142, 249]]","[2, 1]","['1419', '304']"
Porosity,533,h106-2.jpg,"[[1435, 240, 1459, 263]]",[1],"['2210', '481']"
Others,404,j6-3.jpg,"[[420, 251, 629, 290], [757, 241, 921, 282], [1221, 267, 1239, 282]]","[2, 2, 1]","['2952', '466']"
Others,135,j14-1.jpg,"[[1819, 390, 1928, 433], [462, 270, 504, 303], [47, 234, 352, 299], [1001, 322, 1030, 353], [3936, 334, 3971, 365]]","[2, 1, 2, 1, 1]","['4933', '683']"
Porosity,680,h-15-1.jpg,"[[1922, 225, 1960, 263]]",[1],"['2853', '421']"
Others,389,j58-3.jpg,"[[28, 274, 220, 327], [262, 272, 385, 304], [452, 247, 829, 290], [894, 231, 1013, 255], [1042, 216, 1140, 243], [1168, 195, 1477, 232], [1511, 184, 1573, 222], [1749, 195, 1824, 216], [2192, 176, 2218, 208], [2252, 188, 2393, 212], [2497, 188, 2539, 211], [2620, 192, 2663, 218], [2717, 193, 2846, 226]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2954', '495']"
Porosity,797,h186-2.jpg,[],[],"['1306', '356']"
Porosity,723,h163-2.jpg,"[[1451, 199, 1481, 223]]",[1],"['2678', '337']"
Porosity,985,h245-2.jpg,"[[1461, 186, 1494, 221]]",[1],"['2844', '454']"
Porosity,968,h240-3.jpg,"[[1546, 132, 1656, 169]]",[2],"['2389', '407']"
Porosity,1019,h35-1.jpg,"[[980, 224, 1001, 241]]",[1],"['2023', '444']"
Others,290,j23-3.jpg,"[[560, 180, 785, 259]]",[0],"['2962', '405']"
Porosity,818,h19-3.jpg,"[[2305, 221, 2328, 243], [2278, 226, 2295, 246]]","[1, 1]","['2782', '484']"
Others,365,j51-2.jpg,"[[236, 228, 345, 252], [887, 208, 1154, 243], [1307, 210, 1531, 238], [2292, 210, 2390, 236], [2628, 212, 2718, 243]]","[2, 2, 2, 2, 2]","['2896', '451']"
Others,301,j29-2.jpg,"[[2711, 203, 3861, 254], [1021, 315, 2125, 351], [2145, 309, 2514, 351], [2374, 244, 2406, 268], [2420, 270, 2453, 297], [3062, 285, 3091, 313], [3334, 300, 3359, 323]]","[2, 2, 2, 1, 1, 1, 1]","['4741', '706']"
Porosity,1041,h42-1.jpg,[],[],"['2496', '479']"
Slag,1285,s30-2.jpg,"[[89, 312, 272, 367]]",[2],"['1561', '559']"
Others,43,j112-2.jpg,"[[1751, 274, 1895, 306]]",[2],"['2913', '461']"
Porosity,989,h25-3.jpg,"[[3863, 313, 3890, 341], [1752, 257, 1788, 288], [385, 381, 411, 407]]","[1, 1, 1]","['4900', '700']"
Others,449,j76-3.jpg,"[[1176, 321, 1196, 343], [553, 168, 686, 200], [885, 167, 941, 194]]","[1, 2, 2]","['1420', '466']"
Porosity,1030,h39-1.jpg,"[[2107, 417, 2129, 439], [1969, 396, 1990, 416], [1418, 378, 1439, 398]]","[1, 1, 1]","['4353', '676']"
Others,38,j111-1.jpg,"[[910, 137, 1082, 178], [1867, 175, 2008, 205], [2113, 170, 2230, 205]]","[0, 2, 2]","['2927', '367']"
Others,22,j106-2.jpg,"[[1321, 148, 1450, 185]]",[2],"['2919', '414']"
Porosity,1118,h66-3.jpg,"[[846, 128, 879, 156], [718, 132, 819, 152]]","[1, 2]","['2697', '377']"
Porosity,1214,h96-3.jpg,"[[456, 217, 498, 253]]",[1],"['2937', '459']"
Others,72,j121-1.jpg,"[[1599, 246, 1698, 279]]",[2],"['2858', '430']"
Porosity,1189,h89-1.jpg,"[[946, 336, 1015, 358], [2469, 292, 2531, 309], [2835, 256, 2873, 288]]","[2, 2, 1]","['2907', '515']"
Porosity,1035,h40-3.jpg,"[[2970, 399, 3023, 448]]",[1],"['3684', '745']"
Others,9,j102-2.jpg,"[[1023, 177, 1137, 205]]",[2],"['2938', '449']"
Porosity,1038,h41-2.jpg,"[[1300, 158, 1322, 181]]",[1],"['2340', '461']"
Others,267,j184-1.jpg,"[[2151, 350, 2354, 378]]",[2],"['2604', '553']"
Porosity,542,h109-2.jpg,"[[1750, 225, 1782, 252]]",[1],"['2929', '515']"
Porosity,560,h114-1.jpg,"[[3270, 459, 3313, 501]]",[1],"['4768', '765']"
Others,217,j169-2.jpg,"[[385, 102, 468, 126]]",[2],"['1287', '322']"
Porosity,808,h190-2.jpg,"[[48, 102, 61, 121]]",[1],"['2423', '455']"
Others,57,j116-3.jpg,"[[141, 337, 160, 360], [2238, 150, 2335, 178]]","[1, 2]","['2895', '459']"
Porosity,785,h182-2.jpg,"[[1734, 227, 1772, 261]]",[1],"['2181', '604']"
Porosity,563,h115-1.jpg,"[[1869, 230, 1906, 270]]",[1],"['2858', '397']"
Others,24,j107-1.jpg,"[[823, 178, 1319, 206], [1490, 188, 1632, 212], [1682, 192, 1794, 216]]","[2, 2, 2]","['2801', '352']"
Others,405,j63-1.jpg,"[[368, 184, 436, 210], [465, 184, 532, 215], [576, 202, 637, 229], [704, 210, 831, 240], [867, 220, 924, 238], [1120, 240, 1359, 280], [1023, 238, 1091, 259], [1430, 267, 1575, 285], [1752, 273, 1975, 302], [2122, 271, 2373, 302], [2610, 255, 2810, 283], [2408, 270, 2559, 294]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2952', '436']"
Porosity,855,h204-1.jpg,"[[1868, 207, 1890, 225]]",[1],"['2857', '423']"
Slag,1249,s18-3.jpg,"[[1683, 200, 1871, 232], [1920, 197, 2002, 232], [891, 225, 1030, 248]]","[2, 2, 2]","['2138', '514']"
Others,238,j175-2.jpg,"[[1035, 183, 1170, 230]]",[0],"['1496', '385']"
Others,219,j170-1.jpg,"[[1303, 183, 1918, 213], [1919, 156, 2533, 183], [716, 211, 1143, 246]]","[2, 2, 2]","['2669', '441']"
Porosity,1143,h74-1.jpg,"[[405, 373, 454, 418]]",[1],"['2279', '682']"
Porosity,647,h140-2.jpg,"[[1172, 247, 1202, 274]]",[1],"['2774', '544']"
Others,247,j178-2.jpg,"[[1238, 185, 1322, 212]]",[2],"['2567', '494']"
Slag,1243,s16-1.jpg,"[[675, 313, 739, 333], [786, 309, 850, 329], [507, 307, 591, 328], [381, 312, 405, 346], [429, 312, 483, 335]]","[2, 2, 2, 2, 2]","['888', '566']"
Porosity,1048,h44-1.jpg,"[[707, 225, 727, 246]]",[1],"['2773', '443']"
Others,385,j57-2.jpg,"[[67, 291, 376, 319], [501, 270, 786, 297], [847, 261, 933, 286], [1117, 252, 1176, 283], [1216, 249, 1483, 274], [1563, 242, 1696, 264], [1780, 243, 2095, 278], [2165, 257, 2211, 277], [2281, 258, 2324, 281], [2415, 270, 2569, 298], [2601, 270, 2643, 294]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2943', '489']"
Slag,1237,s13-3.jpg,"[[1967, 187, 2047, 212], [2100, 194, 2223, 220], [1547, 182, 1613, 202], [1253, 171, 1339, 203], [804, 172, 884, 200], [520, 167, 583, 200], [308, 166, 342, 197]]","[2, 2, 2, 2, 2, 2, 1]","['3054', '471']"
Others,403,j62-3.jpg,"[[736, 248, 955, 319], [1246, 224, 1398, 250], [1694, 219, 1805, 251], [1965, 230, 2100, 305]]","[0, 2, 2, 0]","['2964', '430']"
Others,186,j160-1.jpg,"[[1858, 218, 2023, 256]]",[2],"['2437', '510']"
Porosity,1122,h68-1.jpg,"[[1358, 233, 1391, 265]]",[1],"['2849', '456']"
Porosity,790,h184-1.jpg,"[[2649, 498, 2691, 531]]",[1],"['4983', '836']"
Porosity,752,h172-2.jpg,[],[],"['2845', '443']"
Porosity,992,h26-3.jpg,"[[3303, 285, 3337, 316], [2147, 272, 2178, 307], [1182, 294, 1224, 326]]","[1, 1, 1]","['4901', '658']"
Porosity,1196,h91-2.jpg,"[[2266, 244, 2287, 263]]",[1],"['2321', '314']"
Porosity,918,h223-2.jpg,"[[211, 142, 674, 163]]",[2],"['2043', '397']"
Porosity,1053,h45-3.jpg,"[[1127, 149, 1140, 163], [1150, 198, 1168, 217]]","[1, 1]","['2543', '408']"
Porosity,1096,h60-2.jpg,"[[741, 33, 780, 63]]",[1],"['2852', '404']"
Slag,1227,s11-1.jpg,"[[2571, 295, 2645, 323], [2693, 302, 2767, 326], [2267, 277, 2374, 305], [1917, 264, 2071, 292], [1790, 253, 1869, 278], [1685, 243, 1759, 273], [1347, 242, 1478, 268], [618, 219, 692, 246]]","[2, 2, 2, 2, 2, 2, 2, 2]","['2978', '472']"
Slag,1260,s2-2.jpg,"[[2120, 211, 2209, 253]]",[2],"['3052', '502']"
Slag,1316,s8-3.jpg,"[[2680, 187, 2788, 217], [2394, 175, 2551, 206], [2089, 173, 2243, 201], [2268, 169, 2332, 204], [1778, 170, 1863, 187], [1933, 173, 2082, 194], [1078, 181, 1288, 211], [793, 212, 982, 240], [620, 239, 676, 273]]","[2, 2, 2, 2, 2, 2, 2, 2, 2]","['3053', '413']"
Porosity,958,h237-2.jpg,"[[818, 159, 844, 190]]",[1],"['1886', '459']"
Others,270,j185-1.jpg,"[[126, 227, 248, 253], [700, 201, 785, 231], [916, 213, 1004, 239]]","[2, 2, 2]","['1564', '434']"
Porosity,1058,h47-2.jpg,"[[711, 177, 737, 201]]",[1],"['1152', '335']"
Slag,1241,s15-1.jpg,"[[926, 167, 1273, 202], [769, 182, 898, 215], [550, 186, 739, 225], [353, 196, 456, 219], [258, 204, 342, 223], [463, 195, 530, 220], [17, 210, 175, 230]]","[2, 2, 2, 2, 2, 2, 2]","['1358', '479']"
Porosity,1174,h83-2.jpg,"[[1985, 234, 2118, 264]]",[2],"['2312', '434']"
Porosity,839,h199-3.jpg,"[[1744, 228, 1763, 250], [1852, 227, 1873, 247], [1963, 237, 1982, 256], [1763, 223, 1848, 233], [1886, 230, 1962, 242]]","[1, 1, 1, 2, 2]","['2755', '471']"
Others,507,j98-3.jpg,"[[1617, 279, 1718, 323]]",[2],"['2393', '697']"
Porosity,736,h167-3.jpg,"[[1094, 236, 1189, 257]]",[2],"['2419', '557']"
Others,248,j178-3.jpg,"[[1256, 173, 1336, 213]]",[2],"['2567', '494']"
Others,469,j86-2.jpg,"[[1838, 151, 1871, 185], [1312, 194, 1453, 230]]","[2, 0]","['2818', '449']"
Others,453,j8-1.jpg,"[[1517, 194, 1677, 224], [1066, 221, 1185, 243]]","[2, 2]","['2530', '413']"
Porosity,952,h235-2.jpg,"[[451, 59, 478, 84], [620, 50, 662, 78]]","[1, 2]","['1400', '387']"
Slag,1246,s17-2.jpg,"[[1410, 197, 1576, 227], [948, 192, 998, 219]]","[2, 1]","['1665', '506']"
Others,307,j31-2.jpg,"[[766, 184, 922, 202], [2180, 202, 2269, 221]]","[2, 2]","['2897', '385']"
Others,97,j128-3.jpg,"[[1748, 172, 1821, 214]]",[2],"['3004', '503']"
Porosity,613,h130-1.jpg,"[[297, 232, 327, 254]]",[1],"['1363', '413']"
Others,278,j187-3.jpg,"[[692, 185, 762, 210]]",[2],"['2509', '543']"
Others,252,j180-1.jpg,"[[401, 269, 429, 296], [941, 301, 1403, 344], [828, 316, 851, 336]]","[1, 2, 1]","['2902', '511']"
Porosity,584,h121-2.jpg,"[[521, 231, 560, 263]]",[1],"['2951', '488']"
Others,165,j153-1.jpg,"[[1609, 228, 2333, 296], [2955, 300, 2976, 325]]","[2, 1]","['2979', '514']"
Others,212,j167-3.jpg,"[[998, 191, 1506, 231]]",[2],"['2804', '440']"
Others,303,j30-1.jpg,"[[1523, 167, 1643, 192], [727, 138, 917, 160], [1008, 175, 1209, 241], [525, 102, 964, 127], [1258, 128, 1511, 159], [969, 116, 1252, 149]]","[2, 2, 0, 2, 2, 2]","['2872', '373']"
Porosity,872,h209-3.jpg,"[[689, 324, 731, 362], [858, 325, 895, 355]]","[1, 1]","['2448', '590']"
Slag,1270,s25-1.jpg,"[[2292, 219, 2379, 254]]",[2],"['2589', '411']"
Porosity,558,h113-2.jpg,"[[3248, 330, 3286, 362]]",[1],"['4366', '848']"
Porosity,1183,h87-1.jpg,"[[1010, 296, 1061, 316]]",[2],"['2924', '501']"
Others,185,j159-3.jpg,"[[1211, 224, 1230, 247]]",[1],"['2130', '479']"
Porosity,874,h210-1.jpg,"[[1545, 275, 1580, 309]]",[1],"['2926', '559']"
Others,171,j155-1.jpg,"[[1726, 222, 1917, 254], [1546, 227, 1670, 248]]","[2, 2]","['2446', '384']"
Porosity,565,h115-3.jpg,"[[1551, 131, 1591, 170]]",[1],"['2327', '378']"
Others,344,j44-3.jpg,"[[228, 210, 371, 242], [645, 185, 1000, 223], [1031, 190, 1212, 211], [1306, 196, 1362, 213], [1713, 202, 1936, 239], [1984, 235, 2214, 265], [2336, 265, 2381, 288]]","[2, 2, 2, 2, 2, 2, 2]","['2995', '517']"
Porosity,617,h131-1.jpg,"[[837, 220, 865, 246]]",[1],"['1307', '451']"
Porosity,905,h220-1.jpg,"[[398, 173, 418, 192]]",[1],"['1368', '307']"
Porosity,555,h112-3.jpg,"[[706, 115, 756, 145]]",[1],"['1917', '529']"
Porosity,1195,h91-1.jpg,"[[38, 50, 51, 64]]",[1],"['2321', '314']"
Others,329,j39-3.jpg,"[[1532, 283, 1731, 317], [1765, 285, 1920, 321], [1955, 290, 2145, 315], [763, 245, 840, 281]]","[2, 2, 2, 0]","['4992', '720']"
Porosity,653,h-14-2.jpg,"[[1676, 195, 1715, 240]]",[1],"['2925', '425']"
Others,56,j116-2.jpg,"[[546, 146, 674, 179], [2731, 334, 2755, 357]]","[2, 1]","['2895', '459']"
Others,2,j100-2.jpg,"[[2334, 186, 2446, 213]]",[2],"['2927', '473']"
Porosity,880,h211-3.jpg,"[[969, 108, 993, 129]]",[1],"['2474', '436']"
Porosity,935,h229-1.jpg,"[[877, 252, 918, 287]]",[1],"['2748', '541']"
Others,327,j39-1.jpg,"[[765, 436, 863, 462], [1545, 402, 1739, 439], [1775, 405, 1927, 433], [1951, 399, 2009, 433], [2310, 383, 2499, 411]]","[2, 2, 2, 2, 2]","['4992', '720']"
Slag,1312,s7-2.jpg,"[[2330, 193, 2662, 232], [2692, 191, 2856, 226], [1928, 216, 2021, 237], [2105, 209, 2199, 230], [2210, 210, 2290, 230], [1451, 233, 1555, 258], [1155, 247, 1274, 277], [1310, 238, 1360, 259], [1023, 256, 1113, 289], [456, 250, 537, 275], [565, 246, 633, 265], [843, 248, 870, 269]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]","['3018', '467']"
Others,316,j35-2.jpg,"[[826, 178, 1222, 206]]",[2],"['2948', '480']"
Porosity,650,h141-1.jpg,"[[673, 282, 720, 326], [765, 280, 807, 313], [2147, 349, 2265, 376]]","[1, 1, 2]","['2942', '516']"
Porosity,993,h27-1.jpg,"[[4086, 305, 4130, 341], [2681, 302, 2701, 320], [2648, 309, 2674, 326], [4041, 277, 4063, 299]]","[1, 1, 1, 1]","['4844', '668']"
Slag,1301,s36-3.jpg,"[[262, 260, 596, 308], [1048, 231, 1235, 284], [1509, 212, 1778, 271]]","[2, 2, 2]","['3005', '572']"
Others,381,j56-1.jpg,"[[2850, 297, 2915, 312], [2774, 294, 2822, 313], [2633, 292, 2724, 320], [2456, 289, 2556, 309], [2312, 287, 2442, 305], [2134, 281, 2275, 302], [2041, 284, 2119, 300], [1886, 286, 1965, 302], [1631, 274, 1820, 311], [1438, 257, 1556, 292], [1460, 226, 1484, 245], [1280, 234, 1377, 271], [1004, 212, 1230, 261], [743, 190, 978, 240], [341, 162, 607, 211], [24, 146, 282, 175]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2]","['2925', '419']"
Porosity,579,h120-1.jpg,"[[675, 251, 713, 273]]",[1],"['2918', '480']"
Others,110,j13-3.jpg,"[[3376, 222, 3482, 257], [1785, 269, 2400, 334]]","[0, 0]","['4968', '749']"
Others,141,j146-1.jpg,"[[1166, 476, 1347, 493]]",[2],"['2804', '621']"
Others,494,j94-2.jpg,"[[426, 159, 668, 196]]",[2],"['2895', '430']"
Others,481,j90-2.jpg,"[[2021, 273, 2054, 307]]",[2],"['2945', '565']"
Porosity,1098,h-6-1.jpg,"[[1255, 301, 1296, 336]]",[1],"['4487', '660']"
Others,387,j58-1.jpg,"[[2864, 279, 2936, 297], [2708, 281, 2831, 303], [2611, 283, 2665, 299], [2485, 288, 2553, 304], [2253, 281, 2410, 303], [2190, 289, 2226, 313], [1759, 283, 1824, 307], [1517, 280, 1580, 301], [1324, 276, 1464, 303], [1165, 269, 1255, 287], [1056, 256, 1118, 283], [892, 236, 1006, 268], [454, 208, 551, 226], [574, 208, 669, 237], [45, 182, 216, 212], [286, 193, 384, 220], [708, 223, 820, 249]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2954', '496']"
Porosity,516,h101-2.jpg,"[[1837, 188, 2213, 220], [248, 186, 276, 211]]","[2, 1]","['2882', '439']"
Porosity,590,h-12-3.jpg,"[[1666, 290, 1705, 335]]",[1],"['4863', '709']"
Others,63,j118-3.jpg,"[[1370, 220, 1450, 249]]",[2],"['2919', '476']"
Others,152,j149-3.jpg,"[[1099, 149, 1201, 185], [1741, 186, 2034, 227], [733, 143, 962, 182]]","[2, 2, 2]","['2498', '312']"
Porosity,1010,h32-2.jpg,"[[353, 200, 382, 225]]",[1],"['2886', '496']"
Porosity,1147,h75-2.jpg,"[[644, 234, 693, 276]]",[1],"['2142', '715']"
Slag,1267,s24-1.jpg,"[[1015, 287, 1111, 317]]",[2],"['1362', '454']"
Porosity,578,h-1-2.jpg,"[[3191, 350, 3240, 390]]",[1],"['4875', '722']"
Porosity,857,h204-3.jpg,"[[1745, 177, 1768, 196]]",[1],"['2581', '404']"
Others,265,j183-2.jpg,"[[622, 166, 954, 232]]",[0],"['1699', '424']"
Others,371,j5-3.jpg,"[[2691, 144, 2941, 194], [1481, 223, 1714, 278], [644, 244, 1203, 302]]","[2, 2, 2]","['3406', '551']"
Porosity,1205,h93-3.jpg,"[[1052, 208, 1091, 239]]",[1],"['1330', '415']"
Porosity,990,h26-1.jpg,"[[3305, 349, 3331, 376], [2144, 345, 2180, 379], [1181, 329, 1221, 363]]","[1, 1, 1]","['4901', '658']"
Porosity,531,h105-3.jpg,"[[1470, 380, 1504, 412]]",[1],"['2297', '806']"
Porosity,664,h145-1.jpg,"[[1670, 248, 1709, 281]]",[1],"['2841', '410']"
Others,208,j166-2.jpg,"[[804, 174, 966, 214], [1018, 185, 1162, 214], [681, 160, 775, 188]]","[0, 0, 2]","['1457', '385']"
Porosity,1126,h69-2.jpg,"[[1090, 102, 1114, 128]]",[1],"['2581', '455']"
Slag,1296,s34-2.jpg,"[[1148, 287, 1444, 326], [218, 293, 270, 316], [359, 286, 512, 320], [13, 203, 212, 237], [283, 206, 568, 233], [244, 202, 271, 233], [574, 210, 721, 231]]","[2, 2, 2, 2, 2, 1, 2]","['1520', '570']"
Others,380,j55-3.jpg,"[[1092, 223, 1175, 246], [907, 196, 928, 219]]","[2, 1]","['2946', '420']"
Porosity,644,h139-2.jpg,"[[1091, 232, 1165, 251]]",[2],"['2189', '496']"
Porosity,1037,h41-1.jpg,"[[1114, 313, 1135, 336]]",[1],"['2469', '507']"
Porosity,734,h167-1.jpg,"[[1105, 301, 1193, 321]]",[2],"['2419', '557']"
Others,263,j18-3.jpg,"[[2227, 279, 2353, 313], [1193, 343, 1424, 381]]","[2, 2]","['4886', '678']"
Porosity,979,h243-2.jpg,"[[46, 188, 63, 203], [113, 191, 130, 206], [209, 185, 230, 209]]","[1, 1, 1]","['2626', '437']"
Porosity,696,h155-2.jpg,"[[1004, 184, 1092, 206]]",[2],"['2457', '532']"
Porosity,614,h130-2.jpg,"[[1040, 158, 1063, 176]]",[1],"['1363', '413']"
Porosity,848,h202-1.jpg,"[[1012, 223, 1068, 246], [1087, 231, 1144, 253]]","[2, 2]","['2138', '454']"
Porosity,749,h171-3.jpg,"[[865, 201, 968, 234]]",[2],"['2233', '418']"
Others,213,j168-1.jpg,"[[554, 153, 573, 168]]",[1],"['1496', '330']"
Porosity,722,h163-1.jpg,"[[1193, 132, 1222, 162]]",[1],"['2826', '361']"
Porosity,1155,h78-1.jpg,"[[105, 187, 178, 207], [230, 190, 428, 211], [475, 194, 551, 219], [630, 201, 737, 223], [893, 215, 1007, 232], [2315, 278, 2344, 309], [2605, 286, 2636, 316]]","[2, 2, 2, 2, 2, 1, 1]","['2971', '435']"
Porosity,982,h244-2.jpg,"[[196, 212, 213, 230], [2278, 132, 2318, 151], [1436, 137, 1497, 151]]","[1, 2, 2]","['2861', '452']"
Porosity,1200,h92-2.jpg,"[[486, 232, 510, 256]]",[1],"['1422', '443']"
Others,221,j170-3.jpg,"[[721, 183, 1144, 233], [1295, 210, 1950, 268], [2167, 252, 2538, 285]]","[2, 2, 2]","['2669', '440']"
Others,160,j15-2.jpg,"[[2164, 236, 2212, 275], [3306, 207, 3400, 246], [4048, 307, 4861, 412], [3420, 294, 4050, 376]]","[1, 2, 0, 0]","['4973', '635']"
Others,149,j148-3.jpg,"[[2437, 147, 2632, 196]]",[2],"['2921', '386']"
Porosity,976,h242-3.jpg,"[[1960, 153, 1981, 176]]",[1],"['2624', '401']"
Porosity,1087,h57-2.jpg,"[[781, 142, 806, 164]]",[1],"['1151', '414']"
Porosity,1175,h83-3.jpg,"[[222, 248, 338, 266]]",[2],"['2312', '434']"
Others,81,j123-2.jpg,[],[],"['2936', '673']"
Others,464,j84-3.jpg,"[[1677, 120, 1947, 154]]",[2],"['2780', '370']"
Porosity,894,h216-3.jpg,"[[330, 186, 354, 204]]",[1],"['1350', '369']"
Porosity,1127,h69-3.jpg,"[[1465, 102, 1498, 122]]",[1],"['2581', '455']"
Porosity,865,h207-2.jpg,"[[1245, 202, 1307, 230]]",[2],"['2614', '453']"
Porosity,625,h133-1.jpg,"[[1098, 156, 1141, 178]]",[1],"['1816', '351']"
